,,,,,竹↓,,ページ１、行１
chip_structure_bamboo_01.png,,,,,,,
chip_structure_bamboo_02.png,,,,,,,
chip_structure_bamboo_03.png,,,,,,,
chip_structure_bamboo_04.png,,,,,,,
,,,,,,,
chip_structure_cut_bamboo_01.png,,,,,,,ページ１、行２
chip_structure_cut_bamboo_02.png,,,,,,,
chip_structure_cut_bamboo_03.png,,,,,,,
chip_structure_flower_01.png,,,,,花↓,,
chip_structure_flower_02.png,,,,,,,
chip_structure_flower_03.png,,,,,,,
chip_structure_jizo_01.png,,,,,お地蔵↓,,ページ1、行3
chip_structure_jizo_02.png,,,,,,,
chip_structure_jizo_03.png,,,,,,,
chip_structure_tombstone.png,,,,,墓↓,,
chip_structure_torii_left.png,,,,,鳥居↓,,
chip_structure_torii_right.png,,,,,,,
chip_structure_hariyama.png,,,,,石↓,,ページ1、行4
chip_structure_rock.png,,,,,,,
chip_structure_rock_box.png,,,,,,,
chip_structure_wood_01.png,,,,,木↓,,
chip_structure_wood_02.png,,,,,,,
chip_structure_kareki.png,,,,,枯れ木↓,,
chip_structure_toba.png,,,,,,,ページ2、行１
chip_structure_tesuri_01.png,,,,,,,
chip_structure_kui_01.png,,,,,,,
chip_structure_tesuri_02.png,,,,,,,
chip_structure_kui_02.png,,,,,,,
,,,,,,,
,,,,,,,ページ2、行２
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,ページ２、行３
